model,lookback,horizon,MAE_scaled,MSE_scaled,RMSE_scaled,MAE_orig,MSE_orig,RMSE_orig,source_note
SENT-CNN-Bi-LSTM-Attention,,3,,,,0.23695,1.19112,1.09138,MAE/MSE/RMSE values copied from best_scores.xlsx (project report outputs). Scaled metrics not reported -> left blank.
