model,lookback,horizon,MAE_scaled,MSE_scaled,RMSE_scaled,MAE_orig,MSE_orig,RMSE_orig,source_note
SENT-CNN-Bi-LSTM,,3,,,,0.26074,1.37542,1.17278,MAE/MSE/RMSE values copied from best_scores.xlsx (project report outputs). Scaled metrics not reported -> left blank.
