fitness,structure
3.2357416,"{'opt': 'Adamax', 'learning_rate': 0.01, 'n_hidden_units': 32, 'dropout': 0.3648128161271745, 'seq_len': 7, 'weight_decay': 0, 'h2': 69, 'features': ['BRENT Close', 'SENT']}"
12.418521,"{'opt': 'RMSprop', 'learning_rate': 0.01, 'n_hidden_units': 8, 'dropout': 0.3779625342284619, 'seq_len': 18, 'weight_decay': 0, 'h2': 97, 'features': ['BRENT Close', 'SENT']}"
2.5438054,"{'opt': 'Adamax', 'learning_rate': 0.006489077886178636, 'n_hidden_units': 8, 'dropout': 0.4061521648777852, 'seq_len': 9, 'weight_decay': 0, 'h2': 64, 'features': ['BRENT Close', 'SENT']}"
3.5535474,"{'opt': 'RMSprop', 'learning_rate': 0.00891707765196497, 'n_hidden_units': 8, 'dropout': 0.3677374902411543, 'seq_len': 10, 'weight_decay': 0, 'h2': 89, 'features': ['BRENT Close', 'SENT']}"
2.432383,"{'opt': 'SGD', 'learning_rate': 0.01, 'n_hidden_units': 16, 'dropout': 0.28332040421527455, 'seq_len': 16, 'weight_decay': 0, 'h2': 84, 'features': ['BRENT Close', 'SENT']}"
2.5419848,"{'opt': 'RMSprop', 'learning_rate': 0.009012236996816048, 'n_hidden_units': 8, 'dropout': 0.2832884278752306, 'seq_len': 12, 'weight_decay': 0, 'h2': 69, 'features': ['BRENT Close', 'SENT']}"
5.169989,"{'opt': 'RMSprop', 'learning_rate': 0.00952360385463516, 'n_hidden_units': 8, 'dropout': 0.36673519174018193, 'seq_len': 5, 'weight_decay': 0, 'h2': 76, 'features': ['BRENT Close', 'SENT']}"
4.3595166,"{'opt': 'Adamax', 'learning_rate': 0.01, 'n_hidden_units': 16, 'dropout': 0.35564347628728504, 'seq_len': 11, 'weight_decay': 0, 'h2': 71, 'features': ['BRENT Close', 'SENT']}"
2.7319365,"{'opt': 'Adamax', 'learning_rate': 0.007103452496118605, 'n_hidden_units': 16, 'dropout': 0.3684455454475151, 'seq_len': 10, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.58793,"{'opt': 'Adamax', 'learning_rate': 0.009093193745854444, 'n_hidden_units': 8, 'dropout': 0.415860673791743, 'seq_len': 9, 'weight_decay': 0, 'h2': 94, 'features': ['BRENT Close', 'SENT']}"
2.5179565,"{'opt': 'Adamax', 'learning_rate': 0.009531269512986709, 'n_hidden_units': 8, 'dropout': 0.394866560304711, 'seq_len': 9, 'weight_decay': 0, 'h2': 68, 'features': ['BRENT Close', 'SENT']}"
5.152776,"{'opt': 'RMSprop', 'learning_rate': 0.009881713924929201, 'n_hidden_units': 8, 'dropout': 0.3530774441456286, 'seq_len': 7, 'weight_decay': 0, 'h2': 99, 'features': ['BRENT Close', 'SENT']}"
2.4108245,"{'opt': 'Adamax', 'learning_rate': 0.008888649949115894, 'n_hidden_units': 16, 'dropout': 0.39622489622512985, 'seq_len': 13, 'weight_decay': 0, 'h2': 84, 'features': ['BRENT Close', 'SENT']}"
3.0014114,"{'opt': 'SGD', 'learning_rate': 0.01, 'n_hidden_units': 16, 'dropout': 0.39822480078184447, 'seq_len': 12, 'weight_decay': 0, 'h2': 84, 'features': ['BRENT Close', 'SENT']}"
10.319041,"{'opt': 'RMSprop', 'learning_rate': 0.01, 'n_hidden_units': 16, 'dropout': 0.3754960878308809, 'seq_len': 6, 'weight_decay': 0, 'h2': 61, 'features': ['BRENT Close', 'SENT']}"
5.026844,"{'opt': 'Adamax', 'learning_rate': 0.008680571513956075, 'n_hidden_units': 8, 'dropout': 0.35304204617449136, 'seq_len': 5, 'weight_decay': 0, 'h2': 82, 'features': ['BRENT Close', 'SENT']}"
4.104634,"{'opt': 'RMSprop', 'learning_rate': 0.00893532511143926, 'n_hidden_units': 4, 'dropout': 0.3748876052790789, 'seq_len': 9, 'weight_decay': 0, 'h2': 80, 'features': ['BRENT Close', 'SENT']}"
2.707083,"{'opt': 'Adamax', 'learning_rate': 0.008677810125854021, 'n_hidden_units': 8, 'dropout': 0.42937707634314326, 'seq_len': 11, 'weight_decay': 0, 'h2': 69, 'features': ['BRENT Close', 'SENT']}"
2.717258,"{'opt': 'Adamax', 'learning_rate': 0.00913129272374666, 'n_hidden_units': 8, 'dropout': 0.4201221976497032, 'seq_len': 7, 'weight_decay': 0, 'h2': 62, 'features': ['BRENT Close', 'SENT']}"
2.47005,"{'opt': 'Adamax', 'learning_rate': 0.01, 'n_hidden_units': 16, 'dropout': 0.3559426330717536, 'seq_len': 11, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
4.2135806,"{'opt': 'Adamax', 'learning_rate': 0.00935859816807903, 'n_hidden_units': 8, 'dropout': 0.38456092034005596, 'seq_len': 11, 'weight_decay': 0, 'h2': 66, 'features': ['BRENT Close', 'SENT']}"
4.101197,"{'opt': 'Adamax', 'learning_rate': 0.01, 'n_hidden_units': 8, 'dropout': 0.3623528219849523, 'seq_len': 12, 'weight_decay': 0, 'h2': 82, 'features': ['BRENT Close', 'SENT']}"
5.0274324,"{'opt': 'Adamax', 'learning_rate': 0.009019314866147115, 'n_hidden_units': 8, 'dropout': 0.27279963357752285, 'seq_len': 9, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.4362874,"{'opt': 'Adamax', 'learning_rate': 0.009954343687301108, 'n_hidden_units': 8, 'dropout': 0.45180947349773254, 'seq_len': 9, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.652248,"{'opt': 'Adamax', 'learning_rate': 0.008835333764828977, 'n_hidden_units': 16, 'dropout': 0.3778534766786588, 'seq_len': 9, 'weight_decay': 0, 'h2': 80, 'features': ['BRENT Close', 'SENT']}"
10.102474,"{'opt': 'AdamW', 'learning_rate': 0.008820317024442645, 'n_hidden_units': 16, 'dropout': 0.4628834174464338, 'seq_len': 5, 'weight_decay': 0, 'h2': 68, 'features': ['BRENT Close', 'SENT']}"
3.3134623,"{'opt': 'RMSprop', 'learning_rate': 0.0078418276490452, 'n_hidden_units': 8, 'dropout': 0.3536752427431363, 'seq_len': 13, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.909713,"{'opt': 'Adamax', 'learning_rate': 0.008935112757607479, 'n_hidden_units': 8, 'dropout': 0.36824509457201055, 'seq_len': 9, 'weight_decay': 0, 'h2': 68, 'features': ['BRENT Close', 'SENT']}"
2.330219,"{'opt': 'Adamax', 'learning_rate': 0.008727558007854836, 'n_hidden_units': 16, 'dropout': 0.4064503826017518, 'seq_len': 9, 'weight_decay': 0, 'h2': 69, 'features': ['BRENT Close', 'SENT']}"
3.2272866,"{'opt': 'RMSprop', 'learning_rate': 0.007944040966433589, 'n_hidden_units': 16, 'dropout': 0.30067142470251024, 'seq_len': 9, 'weight_decay': 0, 'h2': 63, 'features': ['BRENT Close', 'SENT']}"
2.2839139,"{'opt': 'Adamax', 'learning_rate': 0.008883753540760665, 'n_hidden_units': 8, 'dropout': 0.4045264105102005, 'seq_len': 8, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
7.765969,"{'opt': 'Adamax', 'learning_rate': 0.009090090720945443, 'n_hidden_units': 8, 'dropout': 0.3925669519880625, 'seq_len': 7, 'weight_decay': 0, 'h2': 73, 'features': ['BRENT Close', 'SENT']}"
3.787171,"{'opt': 'AdamW', 'learning_rate': 0.007511182907382002, 'n_hidden_units': 16, 'dropout': 0.38935677641310074, 'seq_len': 7, 'weight_decay': 0, 'h2': 94, 'features': ['BRENT Close', 'SENT']}"
3.6698885,"{'opt': 'RMSprop', 'learning_rate': 0.009430835740464804, 'n_hidden_units': 16, 'dropout': 0.3426800213804288, 'seq_len': 7, 'weight_decay': 0, 'h2': 79, 'features': ['BRENT Close', 'SENT']}"
2.9424472,"{'opt': 'RMSprop', 'learning_rate': 0.008001778771712818, 'n_hidden_units': 8, 'dropout': 0.40485345989166893, 'seq_len': 10, 'weight_decay': 0, 'h2': 78, 'features': ['BRENT Close', 'SENT']}"
3.8217402,"{'opt': 'Adamax', 'learning_rate': 0.008961349487445227, 'n_hidden_units': 16, 'dropout': 0.3621995842597743, 'seq_len': 8, 'weight_decay': 0, 'h2': 80, 'features': ['BRENT Close', 'SENT']}"
6.298618,"{'opt': 'Adamax', 'learning_rate': 0.006697965207026188, 'n_hidden_units': 8, 'dropout': 0.4040225755255469, 'seq_len': 10, 'weight_decay': 0, 'h2': 104, 'features': ['BRENT Close', 'SENT']}"
3.6728032,"{'opt': 'Adamax', 'learning_rate': 0.008278880242537685, 'n_hidden_units': 16, 'dropout': 0.42129798526293066, 'seq_len': 10, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.3744545,"{'opt': 'Adamax', 'learning_rate': 0.01, 'n_hidden_units': 8, 'dropout': 0.41492242338077867, 'seq_len': 12, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
4.588389,"{'opt': 'Adamax', 'learning_rate': 0.008890514116006944, 'n_hidden_units': 8, 'dropout': 0.41269987823650695, 'seq_len': 9, 'weight_decay': 0, 'h2': 83, 'features': ['BRENT Close', 'SENT']}"
2.8221915,"{'opt': 'Adamax', 'learning_rate': 0.00758617608674611, 'n_hidden_units': 8, 'dropout': 0.37757788063318226, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
2.5597672,"{'opt': 'Adamax', 'learning_rate': 0.007775915776956878, 'n_hidden_units': 16, 'dropout': 0.4046297921186837, 'seq_len': 8, 'weight_decay': 0, 'h2': 87, 'features': ['BRENT Close', 'SENT']}"
2.8304076,"{'opt': 'Adamax', 'learning_rate': 0.00841469832252484, 'n_hidden_units': 8, 'dropout': 0.39693026871677667, 'seq_len': 10, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.939074,"{'opt': 'Adamax', 'learning_rate': 0.007926179053239014, 'n_hidden_units': 8, 'dropout': 0.33597787801366996, 'seq_len': 9, 'weight_decay': 0, 'h2': 85, 'features': ['BRENT Close', 'SENT']}"
2.8401365,"{'opt': 'Adamax', 'learning_rate': 0.007957284864933084, 'n_hidden_units': 16, 'dropout': 0.409047846404234, 'seq_len': 10, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.7019224,"{'opt': 'Adamax', 'learning_rate': 0.008750899197206482, 'n_hidden_units': 16, 'dropout': 0.39645031193525143, 'seq_len': 7, 'weight_decay': 0, 'h2': 63, 'features': ['BRENT Close', 'SENT']}"
2.4401407,"{'opt': 'Adamax', 'learning_rate': 0.009275598036419364, 'n_hidden_units': 16, 'dropout': 0.4024361846287389, 'seq_len': 10, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.9371157,"{'opt': 'Adamax', 'learning_rate': 0.008267597362442487, 'n_hidden_units': 8, 'dropout': 0.3980827264225595, 'seq_len': 11, 'weight_decay': 0, 'h2': 78, 'features': ['BRENT Close', 'SENT']}"
3.027459,"{'opt': 'Adamax', 'learning_rate': 0.00849932156772282, 'n_hidden_units': 8, 'dropout': 0.3583762815999962, 'seq_len': 9, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
3.6379075,"{'opt': 'Adamax', 'learning_rate': 0.008121864488227335, 'n_hidden_units': 16, 'dropout': 0.39719132870348517, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
2.648084,"{'opt': 'Adamax', 'learning_rate': 0.008781923107239489, 'n_hidden_units': 8, 'dropout': 0.3835470449165754, 'seq_len': 8, 'weight_decay': 0, 'h2': 73, 'features': ['BRENT Close', 'SENT']}"
2.992939,"{'opt': 'Adamax', 'learning_rate': 0.008117294157376666, 'n_hidden_units': 8, 'dropout': 0.35830476536214895, 'seq_len': 11, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.6409256,"{'opt': 'Adamax', 'learning_rate': 0.008754918075056092, 'n_hidden_units': 16, 'dropout': 0.3969054850075111, 'seq_len': 9, 'weight_decay': 0, 'h2': 79, 'features': ['BRENT Close', 'SENT']}"
2.5793648,"{'opt': 'Adamax', 'learning_rate': 0.00864872127547066, 'n_hidden_units': 16, 'dropout': 0.3837372668398551, 'seq_len': 8, 'weight_decay': 0, 'h2': 70, 'features': ['BRENT Close', 'SENT']}"
6.356101,"{'opt': 'Adamax', 'learning_rate': 0.008675681218814114, 'n_hidden_units': 8, 'dropout': 0.36004329694661147, 'seq_len': 9, 'weight_decay': 0, 'h2': 72, 'features': ['BRENT Close', 'SENT']}"
2.395179,"{'opt': 'Adamax', 'learning_rate': 0.008432858904123411, 'n_hidden_units': 8, 'dropout': 0.43353363494339475, 'seq_len': 8, 'weight_decay': 0, 'h2': 69, 'features': ['BRENT Close', 'SENT']}"
10.974225,"{'opt': 'AdamW', 'learning_rate': 0.007636062734331044, 'n_hidden_units': 16, 'dropout': 0.44757913872896316, 'seq_len': 10, 'weight_decay': 0, 'h2': 72, 'features': ['BRENT Close', 'SENT']}"
2.6476262,"{'opt': 'Adamax', 'learning_rate': 0.009588655236591324, 'n_hidden_units': 8, 'dropout': 0.3798174305632723, 'seq_len': 9, 'weight_decay': 0, 'h2': 78, 'features': ['BRENT Close', 'SENT']}"
2.6066813,"{'opt': 'Adamax', 'learning_rate': 0.00873850640161515, 'n_hidden_units': 8, 'dropout': 0.38524228005267463, 'seq_len': 9, 'weight_decay': 0, 'h2': 80, 'features': ['BRENT Close', 'SENT']}"
2.4839332,"{'opt': 'Adamax', 'learning_rate': 0.008233419987030212, 'n_hidden_units': 8, 'dropout': 0.38055664290450836, 'seq_len': 9, 'weight_decay': 0, 'h2': 76, 'features': ['BRENT Close', 'SENT']}"
2.4951956,"{'opt': 'Adamax', 'learning_rate': 0.008509212816006988, 'n_hidden_units': 16, 'dropout': 0.38116650739673913, 'seq_len': 10, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
9.529075,"{'opt': 'Adamax', 'learning_rate': 0.009004546598041516, 'n_hidden_units': 16, 'dropout': 0.3889609462132575, 'seq_len': 8, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.5472667,"{'opt': 'Adamax', 'learning_rate': 0.008893407750357964, 'n_hidden_units': 8, 'dropout': 0.3956507934127296, 'seq_len': 8, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
2.4562635,"{'opt': 'Adamax', 'learning_rate': 0.008515504801148087, 'n_hidden_units': 8, 'dropout': 0.39058004539650876, 'seq_len': 9, 'weight_decay': 0, 'h2': 82, 'features': ['BRENT Close', 'SENT']}"
2.488218,"{'opt': 'Adamax', 'learning_rate': 0.008935358498407547, 'n_hidden_units': 16, 'dropout': 0.3753732043305212, 'seq_len': 8, 'weight_decay': 0, 'h2': 73, 'features': ['BRENT Close', 'SENT']}"
2.6775255,"{'opt': 'Adamax', 'learning_rate': 0.008553370573877924, 'n_hidden_units': 8, 'dropout': 0.3847614236227315, 'seq_len': 9, 'weight_decay': 0, 'h2': 78, 'features': ['BRENT Close', 'SENT']}"
2.8709428,"{'opt': 'Adamax', 'learning_rate': 0.008690117795982987, 'n_hidden_units': 16, 'dropout': 0.41322967946369027, 'seq_len': 9, 'weight_decay': 0, 'h2': 71, 'features': ['BRENT Close', 'SENT']}"
2.7835903,"{'opt': 'Adamax', 'learning_rate': 0.008266225396007585, 'n_hidden_units': 8, 'dropout': 0.40073878035538035, 'seq_len': 9, 'weight_decay': 0, 'h2': 77, 'features': ['BRENT Close', 'SENT']}"
5.9226594,"{'opt': 'Adamax', 'learning_rate': 0.009293886173545611, 'n_hidden_units': 8, 'dropout': 0.38476675520034115, 'seq_len': 10, 'weight_decay': 0, 'h2': 81, 'features': ['BRENT Close', 'SENT']}"
2.4141166,"{'opt': 'Adamax', 'learning_rate': 0.008702914860121001, 'n_hidden_units': 8, 'dropout': 0.3843759475083826, 'seq_len': 9, 'weight_decay': 0, 'h2': 78, 'features': ['BRENT Close', 'SENT']}"
3.1708112,"{'opt': 'Adamax', 'learning_rate': 0.00872274835150258, 'n_hidden_units': 8, 'dropout': 0.3666537207273907, 'seq_len': 9, 'weight_decay': 0, 'h2': 76, 'features': ['BRENT Close', 'SENT']}"
2.6118782,"{'opt': 'Adamax', 'learning_rate': 0.008845245957307948, 'n_hidden_units': 8, 'dropout': 0.38706357130573416, 'seq_len': 9, 'weight_decay': 0, 'h2': 73, 'features': ['BRENT Close', 'SENT']}"
6.6426883,"{'opt': 'Adamax', 'learning_rate': 0.008846681193660793, 'n_hidden_units': 8, 'dropout': 0.38629526212876947, 'seq_len': 9, 'weight_decay': 0, 'h2': 76, 'features': ['BRENT Close', 'SENT']}"
2.2763193,"{'opt': 'Adamax', 'learning_rate': 0.00873291734255925, 'n_hidden_units': 8, 'dropout': 0.388360303029601, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
3.1842515,"{'opt': 'Adamax', 'learning_rate': 0.008919265926983925, 'n_hidden_units': 8, 'dropout': 0.36338905143319095, 'seq_len': 9, 'weight_decay': 0, 'h2': 76, 'features': ['BRENT Close', 'SENT']}"
3.0915713,"{'opt': 'Adamax', 'learning_rate': 0.008865352142595402, 'n_hidden_units': 8, 'dropout': 0.38994840529009106, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
2.6255465,"{'opt': 'Adamax', 'learning_rate': 0.00868798645128809, 'n_hidden_units': 16, 'dropout': 0.399692050333782, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
3.244337,"{'opt': 'Adamax', 'learning_rate': 0.008978127260256912, 'n_hidden_units': 8, 'dropout': 0.38407557455881913, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
2.359165,"{'opt': 'Adamax', 'learning_rate': 0.008723849902830712, 'n_hidden_units': 8, 'dropout': 0.3893621080998466, 'seq_len': 9, 'weight_decay': 0, 'h2': 74, 'features': ['BRENT Close', 'SENT']}"
2.6449354,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
2.3444393,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
5.668803,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
3.3796701,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
2.333164,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
2.7920806,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
3.7353818,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
2.9628048,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
3.3149664,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
3.0836833,"{'opt': 'Adamax', 'learning_rate': 0.008739674913456914, 'n_hidden_units': 8, 'dropout': 0.38635402116516676, 'seq_len': 9, 'weight_decay': 0, 'h2': 75, 'features': ['BRENT Close', 'SENT']}"
