Date,BRENT Close,BRENT Volume,BRENT Price_Difference,BRENT Volume_Difference,USDX,USDX Price_Difference,SENT,BRENT Close_capped,USDX Close_capped,BRENT Volume_capped,BRENT Close_scaled,USDX Close_scaled,BRENT Volume_scaled,BRENT Close_minmax,USDX Close_minmax,BRENT Volume_minmax,BRENT Volume_log,BRENT Price_Difference_log,USDX Price_Difference_log
2012-01-03,112.12999725341795,1064.0,0.0,0.0,79.61000061035156,0.0,-34.2966916190524,112.12999725341795,79.61000061035156,1064.0,1.5182157777819936,-1.6207119802992078,-1.3528024988293894,0.8681822079117048,0.0535573036955905,0.0122039341629867,6.970730078143525,2.477378370555463,1.214911295457426
2012-01-04,113.6999969482422,1426.0,1.5699996948242472,362.0,80.08999633789062,0.4799957275390625,-35.87842515798579,113.6999969482422,80.08999633789062,1426.0,1.577418202500216,-1.5542531535469095,-1.329855408823868,0.8828702018847046,0.0727417819359632,0.0163560245455066,7.263329617476836,2.601207071525433,1.3480707703037575
2012-01-05,112.73999786376952,687.0,-0.9599990844726848,-739.0,80.94000244140625,0.850006103515625,-39.20183703215807,112.73999786376952,80.94000244140625,687.0,1.5412180212419524,-1.436563755223372,-1.376700435105858,0.8738890149371501,0.1067148418227357,0.0078797958364397,6.533788837933344,2.393339525937341,1.439835417314015
2012-01-06,113.05999755859376,709.0,0.3199996948242471,22.0,81.23999786376953,0.2999954223632812,-32.51385341628283,113.05999755859376,81.23999786376953,709.0,1.553284748328041,-1.395027252589187,-1.3753058605751356,0.8768827439196685,0.1187050644900229,0.0081321328210127,6.565264970035361,2.50389191226951,1.3001890842840702
2012-01-09,112.4499969482422,595.0,-0.6100006103515625,-114.0,81.05000305175781,-0.1899948120117187,18.78600610471992,112.4499969482422,81.05000305175781,595.0,1.5302825048680824,-1.4213333873543026,-1.382532292234333,0.8711759368942231,0.1111113482802763,0.006824568446407,6.39024066706535,2.4248026582015267,1.1568812927592989
2012-01-10,113.27999877929688,715.0,0.8300018310546733,120.0,80.80000305175781,-0.25,-20.77558247514437,113.27999877929688,80.80000305175781,715.0,1.561580677142251,-1.4559476677214591,-1.3749255220667569,0.8789409459781736,0.1011193435916451,0.0082009519986236,6.573680166960646,2.544746781891794,1.137831436816151
2012-01-11,112.23999786376952,783.0,-1.040000915527358,68.0,81.3499984741211,0.5499954223632812,-32.19132013581189,112.23999786376952,81.3499984741211,783.0,1.5223637421890988,-1.3797968847201174,-1.3706150189717972,0.8692113089409574,0.1231015709475635,0.0089809026782129,6.664409020350408,2.3860066028704408,1.366089240419549
2012-01-12,111.26000213623048,513.0,-0.979995727539034,-270.0,80.7699966430664,-0.5800018310546875,-149.5199542345189,111.26000213623048,80.7699966430664,513.0,1.4854095163538483,-1.460102268694483,-1.3877302518488437,0.8600430451590524,0.0999200468863112,0.0058840396857257,6.2422232654551655,2.391511679120954,1.026039189426359
2012-01-13,110.44000244140624,801.0,-0.8199996948242472,288.0,81.43000030517578,0.660003662109375,-198.9079990189092,110.44000244140624,81.43000030517578,801.0,1.4544885102149063,-1.368720061480066,-1.3694740034466606,0.8523716101803414,0.1262990856315533,0.0091873602110454,6.687108607866515,2.406043815121325,1.3937660730545374
2012-01-17,111.52999877929688,858.0,1.0899963378906392,57.0,81.18000030517578,-0.25,-311.9620373056044,111.52999877929688,81.18000030517578,858.0,1.4955907004572633,-1.4033343418472228,-1.365860787617062,0.8625689749914995,0.1163070809429225,0.0098411423983483,6.755768921984255,2.5649490640232435,1.137831436816151
